[[0, -0.0002736674, -0.2778166, 2.919459, 1], [1, 0.0009201657, 0.007450171, 2.951616, 1], [2, 0.003151616, 0.2855239, 2.972889, 1], [3, 0.001553027, 0.413572, 2.956473, 1], [4, -0.1715479, 0.18824, 2.95147, 1], [5, -0.2320002, -0.0228456, 2.92989, 1], [6, -0.165488, -0.1226178, 2.736998, 1], [7, -0.122483, -0.1552673, 2.654657, 1], [8, 0.1694853, 0.198425, 2.964869, 1], [9, 0.2036794, -0.01415209, 2.903306, 1], [10, 0.1371356, -0.1540588, 2.737215, 1], [11, 0.1810418, -0.18831, 2.619127, 1], [12, -0.08829436, -0.2749691, 2.878444, 1], [13, -0.1296371, -0.2517404, 2.554163, 1], [14, -0.1229838, -0.6070198, 2.638635, 1], [15, -0.1172861, -0.6590776, 2.500787, 1], [16, 0.08780116, -0.2734506, 2.886347, 1], [17, 0.1906138, -0.2379297, 2.578916, 1], [18, 0.1309866, -0.5860543, 2.671597, 1], [19, 0.1333121, -0.6384717, 2.533674, 1], [20, 0.002567829, 0.2168738, 2.969959, 1], [21, -0.1094935, -0.1945557, 2.588608, 1], [22, -0.1504726, -0.1635177, 2.61375, 1], [23, 0.2026222, -0.2236686, 2.563415, 1], [24, 0.2332145, -0.1608333, 2.585381, 1]]
[[0, -0.00028134, -0.277775, 2.919484, 1], [1, 0.0009019582, 0.007526877, 2.951659, 1], [2, 0.003040825, 0.2857051, 2.972829, 1], [3, 0.001514283, 0.4138565, 2.956657, 1], [4, -0.1711916, 0.1887843, 2.948679, 1], [5, -0.2317523, -0.0223065, 2.930245, 1], [6, -0.1645723, -0.1223591, 2.737745, 1], [7, -0.1173987, -0.1512205, 2.669127, 1], [8, 0.1694353, 0.1985429, 2.964011, 1], [9, 0.2035641, -0.01420631, 2.90321, 1], [10, 0.1371818, -0.1538443, 2.737321, 1], [11, 0.1817001, -0.1888668, 2.62064, 1], [12, -0.0883299, -0.2748889, 2.878669, 1], [13, -0.1293637, -0.2515716, 2.554351, 1], [14, -0.1224595, -0.6063666, 2.640511, 1], [15, -0.116085, -0.6584248, 2.502684, 1], [16, 0.08780012, -0.2734007, 2.886295, 1], [17, 0.1909423, -0.2374849, 2.579034, 1], [18, 0.1313332, -0.5856417, 2.671632, 1], [19, 0.1343389, -0.6380512, 2.533731, 1], [20, 0.002491454, 0.2170191, 2.969935, 1], [21, -0.1036777, -0.1919494, 2.60435, 1], [22, -0.162609, -0.1775497, 2.6137, 1], [23, 0.2028247, -0.2216737, 2.565127, 1], [24, 0.231973, -0.1632365, 2.586762, 1]]
[[0, -0.0002632759, -0.2775624, 2.919523, 1], [1, 0.0008084516, 0.0077701, 2.951724, 1], [2, 0.002631552, 0.2861142, 2.972737, 1], [3, 0.001395764, 0.4145332, 2.957032, 1], [4, -0.171352, 0.1886824, 2.949889, 1], [5, -0.2318008, -0.02243243, 2.930153, 1], [6, -0.1652416, -0.1248774, 2.738753, 1], [7, -0.1226126, -0.151112, 2.660647, 1], [8, 0.1693096, 0.1986962, 2.96369, 1], [9, 0.203674, -0.0141094, 2.903346, 1], [10, 0.1371872, -0.1537735, 2.737383, 1], [11, 0.1815743, -0.189118, 2.619885, 1], [12, -0.088326, -0.2747552, 2.878721, 1], [13, -0.1291558, -0.2523544, 2.554312, 1], [14, -0.1225814, -0.6072987, 2.639954, 1], [15, -0.1167369, -0.6593439, 2.502107, 1], [16, 0.08783307, -0.2731241, 2.886316, 1], [17, 0.1913289, -0.2374365, 2.579161, 1], [18, 0.1315381, -0.5856756, 2.671398, 1], [19, 0.1340091, -0.6380844, 2.533475, 1], [20, 0.002185937, 0.2173796, 2.969893, 1], [21, -0.1059928, -0.1870927, 2.60533, 1], [22, -0.1447961, -0.1667503, 2.6002, 1], [23, 0.2006044, -0.2203233, 2.566551, 1], [24, 0.2352764, -0.1627954, 2.575273, 1]]
[[0, -0.0002686817, -0.2775261, 2.919529, 1], [1, 0.0007822225, 0.007797942, 2.951715, 1], [2, 0.00244762, 0.2861831, 2.972534, 1], [3, 0.001163167, 0.4154674, 2.957933, 1], [4, -0.1717859, 0.1884755, 2.950838, 1], [5, -0.2318491, -0.02273655, 2.929994, 1], [6, -0.165978, -0.124079, 2.737733, 1], [7, -0.1219815, -0.152572, 2.655496, 1], [8, 0.1689151, 0.1986966, 2.96303, 1], [9, 0.2042304, -0.01416887, 2.90377, 1], [10, 0.1371433, -0.1534745, 2.737999, 1], [11, 0.1821299, -0.1850826, 2.620835, 1], [12, -0.08833742, -0.2747254, 2.878836, 1], [13, -0.1289208, -0.2517532, 2.55443, 1], [14, -0.1246423, -0.6068701, 2.639583, 1], [15, -0.1193253, -0.6589181, 2.501715, 1], [16, 0.08782306, -0.2730296, 2.886225, 1], [17, 0.1916124, -0.2372314, 2.579194, 1], [18, 0.1318073, -0.5854943, 2.671351, 1], [19, 0.1337195, -0.6379036, 2.533405, 1], [20, 0.002056015, 0.217441, 2.969761, 1], [21, -0.1091811, -0.1885742, 2.596442, 1], [22, -0.1487586, -0.1664689, 2.609576, 1], [23, 0.2133396, -0.2068223, 2.56381, 1], [24, 0.2274989, -0.1522289, 2.584206, 1]]
[[0, -0.0002479662, -0.2773821, 2.919582, 1], [1, 0.0006254562, 0.007970153, 2.951653, 1], [2, 0.001620068, 0.2865717, 2.971867, 1], [3, 0.000882618, 0.4168349, 2.958571, 1], [4, -0.1716203, 0.1884073, 2.951482, 1], [5, -0.2324612, -0.02256611, 2.929975, 1], [6, -0.1662223, -0.1226242, 2.73714, 1], [7, -0.1234989, -0.154702, 2.653352, 1], [8, 0.1687263, 0.1994854, 2.962669, 1], [9, 0.1905665, -0.01317972, 2.89404, 1], [10, 0.1346642, -0.1595509, 2.731371, 1], [11, 0.1712534, -0.1837261, 2.626825, 1], [12, -0.08830769, -0.2746147, 2.879025, 1], [13, -0.129044, -0.2518226, 2.554629, 1], [14, -0.1245459, -0.6073137, 2.638446, 1], [15, -0.119621, -0.6593287, 2.500553, 1], [16, 0.08784164, -0.2728137, 2.886168, 1], [17, 0.1916351, -0.2372374, 2.579113, 1], [18, 0.1313906, -0.5854976, 2.671041, 1], [19, 0.1329167, -0.6378818, 2.533069, 1], [20, 0.001445426, 0.2177777, 2.969296, 1], [21, -0.1070939, -0.190503, 2.604164, 1], [22, -0.1487074, -0.165492, 2.606601, 1], [23, 0.2123357, -0.1976467, 2.55188, 1], [24, 0.1650921, -0.1550171, 2.60025, 1]]
[[0, -0.0002321244, -0.277317, 2.919588, 1], [1, 0.0007876215, 0.008151539, 2.951637, 1], [2, 0.002073543, 0.2869552, 2.971661, 1], [3, 0.0009394807, 0.4174199, 2.958802, 1], [4, -0.1717237, 0.1880688, 2.951569, 1], [5, -0.2323043, -0.02297438, 2.929804, 1], [6, -0.1661589, -0.1230481, 2.736944, 1], [7, -0.1240904, -0.1550457, 2.653409, 1], [8, 0.168558, 0.1996263, 2.96225, 1], [9, 0.1991951, -0.01415885, 2.903826, 1], [10, 0.1365948, -0.1534463, 2.737165, 1], [11, 0.1752049, -0.1854561, 2.619662, 1], [12, -0.08830487, -0.274584, 2.879033, 1], [13, -0.1292661, -0.2518839, 2.554662, 1], [14, -0.1250128, -0.6076351, 2.637552, 1], [15, -0.1202831, -0.6596349, 2.499651, 1], [16, 0.08787209, -0.2727288, 2.886173, 1], [17, 0.1907813, -0.2375839, 2.578734, 1], [18, 0.1321459, -0.5860817, 2.670751, 1], [19, 0.1334599, -0.6384491, 2.53277, 1], [20, 0.001804082, 0.218107, 2.969142, 1], [21, -0.1102751, -0.1934936, 2.594434, 1], [22, -0.1709264, -0.1728683, 2.639667, 1], [23, 0.1855916, -0.2308208, 2.55856, 1], [24, 0.2199337, -0.1266932, 2.591304, 1]]
[[0, -0.0002429741, -0.2772219, 2.919626, 1], [1, 0.0006978586, 0.008397704, 2.951575, 1], [2, 0.001760655, 0.2875252, 2.971212, 1], [3, 0.0008928718, 0.4175914, 2.958797, 1], [4, -0.1717603, 0.1880654, 2.951739, 1], [5, -0.2323211, -0.02297889, 2.929735, 1], [6, -0.1662427, -0.1227027, 2.736662, 1], [7, -0.1221919, -0.1543695, 2.65266, 1], [8, 0.1685015, 0.1997025, 2.961934, 1], [9, 0.1621372, -0.02478322, 2.88052, 1], [10, 0.1321822, -0.1750919, 2.714575, 1], [11, 0.1762153, -0.1795929, 2.622141, 1], [12, -0.08835232, -0.2744883, 2.879113, 1], [13, -0.1293521, -0.2520073, 2.554733, 1], [14, -0.1250394, -0.6077595, 2.637615, 1], [15, -0.1204754, -0.6597387, 2.499697, 1], [16, 0.087889, -0.2726455, 2.886181, 1], [17, 0.1903862, -0.248049, 2.577563, 1], [18, 0.1316408, -0.5962072, 2.670408, 1], [19, 0.1327967, -0.6484269, 2.532439, 1], [20, 0.001551658, 0.2185941, 2.968804, 1], [21, -0.10434, -0.1915886, 2.600519, 1], [22, -0.1446553, -0.1684235, 2.597538, 1], [23, 0.1996869, -0.1955158, 2.549986, 1], [24, 0.2126242, -0.1070052, 2.595134, 1]]
[[0, -0.0002416844, -0.2772222, 2.919625, 1], [1, 0.0006404381, 0.008500922, 2.951508, 1], [2, 0.001483746, 0.2879329, 2.97087, 1], [3, 0.000794703, 0.4178042, 2.958647, 1], [4, -0.1716563, 0.1880208, 2.951777, 1], [5, -0.2325872, -0.02289928, 2.929049, 1], [6, -0.1672366, -0.1237851, 2.736353, 1], [7, -0.1243201, -0.1568411, 2.649142, 1], [8, 0.1682735, 0.1995772, 2.961608, 1], [9, 0.1595163, -0.02932737, 2.877276, 1], [10, 0.131596, -0.1789932, 2.710363, 1], [11, 0.1751905, -0.1701747, 2.62552, 1], [12, -0.08835871, -0.2744911, 2.87911, 1], [13, -0.1292016, -0.252192, 2.554696, 1], [14, -0.1248737, -0.6080154, 2.637316, 1], [15, -0.1204234, -0.6599764, 2.499388, 1], [16, 0.08790583, -0.2726485, 2.886178, 1], [17, 0.1887842, -0.2575557, 2.576384, 1], [18, 0.130755, -0.6057824, 2.669195, 1], [19, 0.1318116, -0.6578643, 2.531242, 1], [20, 0.001334273, 0.21892, 2.968532, 1], [21, -0.1106905, -0.194869, 2.593517, 1], [22, -0.1554348, -0.1702597, 2.611897, 1], [23, 0.2277665, -0.1203328, 2.542498, 1], [24, 0.20156, -0.08638508, 2.607647, 1]]
[[0, -0.0002414617, -0.2772216, 2.919629, 1], [1, 0.0005703584, 0.008529058, 2.95147, 1], [2, 0.001179208, 0.2880086, 2.97062, 1], [3, 0.0007450747, 0.4179721, 2.958709, 1], [4, -0.1719044, 0.1878216, 2.952014, 1], [5, -0.2325606, -0.02317416, 2.929145, 1], [6, -0.1672194, -0.12403, 2.736429, 1], [7, -0.1223433, -0.1569098, 2.648992, 1], [8, 0.1680717, 0.1993871, 2.96151, 1], [9, 0.1617721, -0.02896193, 2.877403, 1], [10, 0.134281, -0.199959, 2.685005, 1], [11, 0.1761045, -0.1648655, 2.618547, 1], [12, -0.08836318, -0.2744996, 2.879121, 1], [13, -0.1291018, -0.2512728, 2.554755, 1], [14, -0.1210714, -0.6063126, 2.639991, 1], [15, -0.1167858, -0.658294, 2.502047, 1], [16, 0.08790867, -0.272645, 2.88618, 1], [17, 0.1888965, -0.2627974, 2.576247, 1], [18, 0.1302008, -0.6107882, 2.66936, 1], [19, 0.1311528, -0.6627992, 2.531414, 1], [20, 0.001091862, 0.2189886, 2.968339, 1], [21, -0.1058729, -0.1971127, 2.58785, 1], [22, -0.1519902, -0.1636659, 2.61675, 1], [23, 0.2014703, -0.09390388, 2.545016, 1], [24, 0.1848, -0.0758225, 2.592, 1]]
[[0, -0.0002648211, -0.2770792, 2.919653, 1], [1, 0.0005152391, 0.008908835, 2.951395, 1], [2, 0.001102774, 0.2886694, 2.970313, 1], [3, 0.0006203209, 0.4185866, 2.958816, 1], [4, -0.1718328, 0.1877896, 2.952034, 1], [5, -0.2325075, -0.02320526, 2.929367, 1], [6, -0.1672992, -0.1237348, 2.736425, 1], [7, -0.1223285, -0.1590505, 2.651356, 1], [8, 0.1681106, 0.1993764, 2.961469, 1], [9, 0.1717172, -0.01355985, 2.889268, 1], [10, 0.133143, -0.1669352, 2.7282, 1], [11, 0.1922248, -0.09086287, 2.610759, 1], [12, -0.08842302, -0.2744151, 2.879203, 1], [13, -0.1289448, -0.2512062, 2.554805, 1], [14, -0.1205383, -0.6060282, 2.640778, 1], [15, -0.1162791, -0.6580005, 2.502822, 1], [16, 0.08792733, -0.2724193, 2.886136, 1], [17, 0.1895992, -0.2667721, 2.57638, 1], [18, 0.1300571, -0.6146092, 2.66946, 1], [19, 0.1309927, -0.6665575, 2.531515, 1], [20, 0.00101273, 0.2195862, 2.968083, 1], [21, -0.1099965, -0.2006581, 2.588181, 1], [22, -0.1641976, -0.1775929, 2.619, 1], [23, 0.2008437, -0.06055518, 2.551521, 1], [24, 0.173788, -0.05754212, 2.581286, 1]]
[[0, -0.0002660388, -0.277038, 2.919658, 1], [1, 0.0005250275, 0.009022291, 2.95129, 1], [2, 0.001155945, 0.2888682, 2.969917, 1], [3, 0.0007365232, 0.4186999, 2.958684, 1], [4, -0.1718487, 0.1876319, 2.951945, 1], [5, -0.2320569, -0.02347147, 2.928188, 1], [6, -0.1675876, -0.1232966, 2.734607, 1], [7, -0.1217645, -0.1610575, 2.641362, 1], [8, 0.1679155, 0.1993336, 2.960464, 1], [9, 0.1728647, -0.01435297, 2.891335, 1], [10, 0.1333293, -0.1659224, 2.728703, 1], [11, 0.1953235, -0.03642366, 2.596379, 1], [12, -0.08842494, -0.2744124, 2.879234, 1], [13, -0.1289999, -0.2510694, 2.554852, 1], [14, -0.1194715, -0.6060061, 2.640337, 1], [15, -0.1155392, -0.657964, 2.502368, 1], [16, 0.08792532, -0.2722937, 2.886093, 1], [17, 0.1892173, -0.267565, 2.57619, 1], [18, 0.1301839, -0.6140544, 2.67373, 1], [19, 0.1308074, -0.6660088, 2.535767, 1], [20, 0.001048364, 0.2197705, 2.967762, 1], [21, -0.1095909, -0.2022344, 2.578347, 1], [22, -0.1695199, -0.1785779, 2.618, 1], [23, 0.2319654, -0.03486494, 2.537509, 1], [24, 0.1710759, -0.03305686, 2.57425, 1]]
